draw,chain,district,total_pop,plan_dev,comp_edge,comp_polsby,nv_ldp,nv_komei,nv_ruling,nv_cdp,nv_opp_coalition_4,nv_opp_coalition_5,nv_opp_all,ldp_share,komei_share,ruling_share,ldp_v_komei,ldp_v_cdp,ruling_v_cdp,ruling_v_opp_coalition_4,ruling_v_opp_coalition_5,ruling_v_opp_all,seats_ldp_v_cdp,seats_ruling_v_cdp,seats_ruling_v_opp_coalition_4,seats_ruling_v_opp_coalition_5,seats_ruling_v_opp_all,egap_ldp_v_cdp,egap_ruling_v_cdp,egap_ruling_v_opp_coalition_4,egap_ruling_v_opp_coalition_5,egap_ruling_v_opp_all,pbias_ldp_v_cdp,pbias_ruling_v_cdp,pbias_ruling_v_opp_coalition_4,pbias_ruling_v_opp_coalition_5,pbias_ruling_v_opp_all,mun_split,gun_split,koiki_split,max_to_min
1130,1,6,311805,0.20994,0.8333,0.13284, 60508,22430, 82939,21699,39216,58174, 74604,0.3678,0.1363,0.5041,0.7296,0.7361,0.7926,0.6790,0.5878,0.5265,6,6,6,6,6,0.001283,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.1667,-0.1667, 0.0000, 0.0000,0,0,1,1.445
1131,1,1,424034,0.20994,0.8333,0.09807, 76784,30582,107366,28719,58974,70314, 93558,0.3634,0.1448,0.5082,0.7152,0.7278,0.7890,0.6455,0.6043,0.5344,6,6,6,6,6,0.001283,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.1667,-0.1667, 0.0000, 0.0000,0,0,1,1.445
1131,1,2,295622,0.20994,0.8333,0.13836, 55417,21803, 77221,15873,32044,39123, 52002,0.4076,0.1604,0.5680,0.7177,0.7774,0.8295,0.7067,0.6637,0.5976,6,6,6,6,6,0.001283,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.1667,-0.1667, 0.0000, 0.0000,0,0,1,1.445
1131,1,3,388703,0.20994,0.8333,0.16170, 51029,15943, 66973,19217,39480,47611, 63666,0.3695,0.1154,0.4849,0.7619,0.7264,0.7771,0.6291,0.5845,0.5127,6,6,6,6,6,0.001283,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.1667,-0.1667, 0.0000, 0.0000,0,0,1,1.445
1131,1,4,397849,0.20994,0.8333,0.04196, 86355,31035,117390,24125,46993,58564, 77166,0.4233,0.1521,0.5754,0.7357,0.7817,0.8296,0.7141,0.6672,0.6034,6,6,6,6,6,0.001283,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.1667,-0.1667, 0.0000, 0.0000,0,0,1,1.445
1131,1,5,427052,0.20994,0.8333,0.04472, 93433,32136,125568,31074,60476,75322, 96380,0.4033,0.1387,0.5421,0.7441,0.7505,0.8017,0.6750,0.6251,0.5658,6,6,6,6,6,0.001283,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.1667,-0.1667, 0.0000, 0.0000,0,0,1,1.445
1131,1,6,311805,0.20994,0.8333,0.13284, 60508,22430, 82939,21699,39216,58174, 74604,0.3678,0.1363,0.5041,0.7296,0.7361,0.7926,0.6790,0.5878,0.5265,6,6,6,6,6,0.001283,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.1667,-0.1667, 0.0000, 0.0000,0,0,1,1.445
1134,1,1,281579,0.24747,0.8375,0.08518, 74164,27385,101549,24541,43943,62593, 79449,0.3942,0.1455,0.5397,0.7304,0.7514,0.8054,0.6980,0.6187,0.5611,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000,1,1,1,1.634
1134,1,2,460029,0.24747,0.8375,0.08660, 96643,34751,131394,27739,55775,68555, 90252,0.4155,0.1494,0.5649,0.7355,0.7770,0.8257,0.7020,0.6571,0.5928,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000,1,1,1,1.634
1134,1,3,416702,0.24747,0.8375,0.13991, 69975,23944, 93919,25566,50435,64353, 82947,0.3773,0.1291,0.5064,0.7451,0.7324,0.7860,0.6506,0.5934,0.5310,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000,1,1,1,1.634
1134,1,4,282362,0.24747,0.8375,0.05567, 56204,20473, 76677,15720,29984,37517, 49740,0.4234,0.1542,0.5776,0.7330,0.7815,0.8299,0.7189,0.6715,0.6066,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000,1,1,1,1.634
1134,1,5,357085,0.24747,0.8375,0.09097, 64243,26025, 90268,22857,46703,55785, 74688,0.3703,0.1500,0.5204,0.7117,0.7376,0.7980,0.6590,0.6181,0.5472,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000,1,1,1,1.634
1134,1,6,447308,0.24747,0.8375,0.17937, 62298,21352, 83650,24285,50344,60305, 80299,0.3600,0.1234,0.4833,0.7447,0.7195,0.7750,0.6243,0.5811,0.5102,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000,1,1,1,1.634
1135,1,1,281579,0.24747,0.8375,0.08518, 74164,27385,101549,24541,43943,62593, 79449,0.3942,0.1455,0.5397,0.7304,0.7514,0.8054,0.6980,0.6187,0.5611,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000,1,1,1,1.634
1135,1,2,460029,0.24747,0.8375,0.08660, 96643,34751,131394,27739,55775,68555, 90252,0.4155,0.1494,0.5649,0.7355,0.7770,0.8257,0.7020,0.6571,0.5928,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000,1,1,1,1.634
1135,1,3,416702,0.24747,0.8375,0.13991, 69975,23944, 93919,25566,50435,64353, 82947,0.3773,0.1291,0.5064,0.7451,0.7324,0.7860,0.6506,0.5934,0.5310,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000,1,1,1,1.634
1135,1,4,282362,0.24747,0.8375,0.05567, 56204,20473, 76677,15720,29984,37517, 49740,0.4234,0.1542,0.5776,0.7330,0.7815,0.8299,0.7189,0.6715,0.6066,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000,1,1,1,1.634
1135,1,5,357085,0.24747,0.8375,0.09097, 64243,26025, 90268,22857,46703,55785, 74688,0.3703,0.1500,0.5204,0.7117,0.7376,0.7980,0.6590,0.6181,0.5472,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000,1,1,1,1.634
1135,1,6,447308,0.24747,0.8375,0.17937, 62298,21352, 83650,24285,50344,60305, 80299,0.3600,0.1234,0.4833,0.7447,0.7195,0.7750,0.6243,0.5811,0.5102,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000,1,1,1,1.634
1137,1,1,376291,0.11407,0.8333,0.12944, 60630,21120, 81750,22449,44146,56525, 73015,0.3734,0.1301,0.5035,0.7417,0.7298,0.7846,0.6494,0.5912,0.5282,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000,0,1,1,1.237
1137,1,2,352385,0.11407,0.8333,0.15835, 71015,26972, 97986,20424,41267,50731, 66954,0.4098,0.1556,0.5654,0.7247,0.7767,0.8276,0.7037,0.6589,0.5941,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000,0,1,1,1.237
1137,1,3,331496,0.11407,0.8333,0.07082, 85706,30874,116580,28392,51712,72262, 91718,0.3955,0.1425,0.5380,0.7352,0.7512,0.8042,0.6927,0.6174,0.5597,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000,0,1,1,1.237
1137,1,4,406046,0.11407,0.8333,0.11082, 58671,20177, 78848,21089,43601,52940, 69299,0.3752,0.1290,0.5042,0.7441,0.7356,0.7890,0.6439,0.5983,0.5322,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000,0,1,1,1.237
1137,1,5,368739,0.11407,0.8333,0.04089, 79459,28610,108070,22138,42666,52967, 70190,0.4252,0.1531,0.5783,0.7353,0.7821,0.8300,0.7170,0.6711,0.6063,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000,0,1,1,1.237
1137,1,6,410108,0.11407,0.8333,0.14100, 68044,26178, 94222,26216,53791,63683, 86200,0.3583,0.1379,0.4962,0.7222,0.7219,0.7823,0.6366,0.5967,0.5222,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000,0,1,1,1.237
1141,1,1,414110,0.15724,0.8333,0.08422, 96771,34907,131678,32199,58360,82952,106404,0.3901,0.1407,0.5308,0.7349,0.7504,0.8035,0.6929,0.6135,0.5531,6,6,6,6,6,0.001287,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667,0,1,1,1.313
1141,1,2,315341,0.15724,0.8333,0.13409, 54343,18659, 73001,19882,39955,48851, 62370,0.3832,0.1316,0.5148,0.7444,0.7322,0.7860,0.6463,0.5991,0.5393,6,6,6,6,6,0.001287,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667,0,1,1,1.313
1141,1,3,362762,0.15724,0.8333,0.12144, 55327,16768, 72095,19219,39905,48660, 63800,0.3859,0.1170,0.5029,0.7674,0.7422,0.7895,0.6437,0.5970,0.5305,6,6,6,6,6,0.001287,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667,0,1,1,1.313
1141,1,4,340048,0.15724,0.8333,0.04078, 73720,27240,100960,20525,39278,48873, 64672,0.4245,0.1568,0.5813,0.7302,0.7822,0.8311,0.7199,0.6738,0.6096,6,6,6,6,6,0.001287,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667,0,1,1,1.313
1141,1,5,401582,0.15724,0.8333,0.08152, 69588,27574, 97162,24946,50298,60621, 80878,0.3718,0.1473,0.5191,0.7162,0.7361,0.7957,0.6589,0.6158,0.5457,6,6,6,6,6,0.001287,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667,0,1,1,1.313
1141,1,6,411222,0.15724,0.8333,0.10480, 73778,28783,102560,23937,49387,59150, 79253,0.3854,0.1504,0.5358,0.7194,0.7551,0.8108,0.6750,0.6342,0.5641,6,6,6,6,6,0.001287,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667,0,1,1,1.313
1142,1,1,414110,0.15724,0.8333,0.08422, 96771,34907,131678,32199,58360,82952,106404,0.3901,0.1407,0.5308,0.7349,0.7504,0.8035,0.6929,0.6135,0.5531,6,6,6,6,6,0.001287,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667,0,1,1,1.313
1142,1,2,315341,0.15724,0.8333,0.13409, 54343,18659, 73001,19882,39955,48851, 62370,0.3832,0.1316,0.5148,0.7444,0.7322,0.7860,0.6463,0.5991,0.5393,6,6,6,6,6,0.001287,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667,0,1,1,1.313
1142,1,3,362762,0.15724,0.8333,0.12144, 55327,16768, 72095,19219,39905,48660, 63800,0.3859,0.1170,0.5029,0.7674,0.7422,0.7895,0.6437,0.5970,0.5305,6,6,6,6,6,0.001287,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667,0,1,1,1.313
1142,1,4,340048,0.15724,0.8333,0.04078, 73720,27240,100960,20525,39278,48873, 64672,0.4245,0.1568,0.5813,0.7302,0.7822,0.8311,0.7199,0.6738,0.6096,6,6,6,6,6,0.001287,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667,0,1,1,1.313
1142,1,5,401582,0.15724,0.8333,0.08152, 69588,27574, 97162,24946,50298,60621, 80878,0.3718,0.1473,0.5191,0.7162,0.7361,0.7957,0.6589,0.6158,0.5457,6,6,6,6,6,0.001287,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667,0,1,1,1.313
1142,1,6,411222,0.15724,0.8333,0.10480, 73778,28783,102560,23937,49387,59150, 79253,0.3854,0.1504,0.5358,0.7194,0.7551,0.8108,0.6750,0.6342,0.5641,6,6,6,6,6,0.001287,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667,0,1,1,1.313
1144,1,1,343938,0.24747,0.8667,0.22186, 56380,22503, 78882,17890,35882,43503, 58716,0.3889,0.1552,0.5441,0.7147,0.7591,0.8152,0.6874,0.6445,0.5733,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840,-0.1667, 0.0000, 0.0000, 0.0000, 0.0000,1,1,1,1.613
1144,1,2,281579,0.24747,0.8667,0.08518, 74164,27385,101549,24541,43943,62593, 79449,0.3942,0.1455,0.5397,0.7304,0.7514,0.8054,0.6980,0.6187,0.5611,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840,-0.1667, 0.0000, 0.0000, 0.0000, 0.0000,1,1,1,1.613
1144,1,3,454169,0.24747,0.8667,0.07907, 82397,34567,116964,28741,58249,69964, 94078,0.3713,0.1558,0.5271,0.7045,0.7414,0.8028,0.6676,0.6257,0.5542,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840,-0.1667, 0.0000, 0.0000, 0.0000, 0.0000,1,1,1,1.613
1144,1,4,407594,0.24747,0.8667,0.07098, 65530,20040, 85569,21493,44735,54614, 71657,0.3955,0.1209,0.5164,0.7658,0.7530,0.7993,0.6567,0.6104,0.5442,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840,-0.1667, 0.0000, 0.0000, 0.0000, 0.0000,1,1,1,1.613
1144,1,5,354034,0.24747,0.8667,0.06085, 76895,25727,102622,23742,46761,57659, 74969,0.4134,0.1383,0.5517,0.7493,0.7641,0.8121,0.6870,0.6403,0.5779,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840,-0.1667, 0.0000, 0.0000, 0.0000, 0.0000,1,1,1,1.613
1144,1,6,403751,0.24747,0.8667,0.08160, 68161,23709, 91870,24301,47613,60775, 78506,0.3813,0.1326,0.5139,0.7419,0.7372,0.7908,0.6587,0.6019,0.5392,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840,-0.1667, 0.0000, 0.0000, 0.0000, 0.0000,1,1,1,1.613
1146,1,1,350652,0.17333,0.8583,0.12088, 70855,26821, 97676,25477,45958,67349, 86113,0.3695,0.1399,0.5093,0.7254,0.7355,0.7931,0.6800,0.5919,0.5315,6,6,6,6,6,0.001282,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.1667,-0.1667, 0.0000, 0.0000,0,1,1,1.387
1146,1,2,439032,0.17333,0.8583,0.09755, 81572,29643,111214,24358,49188,60232, 80257,0.4049,0.1472,0.5521,0.7335,0.7701,0.8204,0.6934,0.6487,0.5808,6,6,6,6,6,0.001282,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.1667,-0.1667, 0.0000, 0.0000,0,1,1,1.387
1146,1,3,375115,0.17333,0.8583,0.19865, 52038,18079, 70117,19564,40360,48920, 64010,0.3671,0.1276,0.4947,0.7422,0.7268,0.7819,0.6347,0.5890,0.5228,6,6,6,6,6,0.001282,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.1667,-0.1667, 0.0000, 0.0000,0,1,1,1.387
1146,1,4,353075,0.17333,0.8583,0.19363, 63811,26254, 90065,23386,48635,57445, 77429,0.3627,0.1492,0.5119,0.7085,0.7318,0.7939,0.6494,0.6106,0.5377,6,6,6,6,6,0.001282,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.1667,-0.1667, 0.0000, 0.0000,0,1,1,1.387
1146,1,5,410567,0.17333,0.8583,0.04542, 88484,30449,118934,25717,49535,61701, 81006,0.4222,0.1453,0.5675,0.7440,0.7748,0.8222,0.7060,0.6584,0.5949,6,6,6,6,6,0.001282,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.1667,-0.1667, 0.0000, 0.0000,0,1,1,1.387
1146,1,6,316624,0.17333,0.8583,0.05329, 66766,22684, 89450,22206,43507,53461, 68563,0.4045,0.1374,0.5420,0.7464,0.7505,0.8012,0.6728,0.6259,0.5661,6,6,6,6,6,0.001282,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.1667,-0.1667, 0.0000, 0.0000,0,1,1,1.387
1149,1,1,350652,0.23415,0.8458,0.12088, 70855,26821, 97676,25477,45958,67349, 86113,0.3695,0.1399,0.5093,0.7254,0.7355,0.7931,0.6800,0.5919,0.5315,6,6,6,6,6,0.001283,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000,-0.1667, 0.0000, 0.0000,0,0,1,1.538
1149,1,2,440626,0.23415,0.8458,0.03975, 96722,32578,129301,31080,60890,75007, 96310,0.4104,0.1382,0.5487,0.7481,0.7568,0.8062,0.6799,0.6329,0.5731,6,6,6,6,6,0.001283,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000,-0.1667, 0.0000, 0.0000,0,0,1,1.538
1149,1,3,286565,0.23415,0.8458,0.05583, 58529,20554, 79083,16842,32153,40155, 53258,0.4212,0.1479,0.5692,0.7401,0.7766,0.8245,0.7110,0.6632,0.5976,6,6,6,6,6,0.001283,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000,-0.1667, 0.0000, 0.0000,0,0,1,1.538
1149,1,4,328839,0.23415,0.8458,0.14578, 58465,24451, 82915,20628,41763,50310, 67168,0.3705,0.1549,0.5254,0.7051,0.7392,0.8008,0.6650,0.6224,0.5525,6,6,6,6,6,0.001283,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000,-0.1667, 0.0000, 0.0000,0,0,1,1.538
1149,1,5,399351,0.23415,0.8458,0.13383, 57384,19883, 77267,22321,47232,56055, 74271,0.3590,0.1244,0.4833,0.7427,0.7200,0.7759,0.6206,0.5796,0.5099,6,6,6,6,6,0.001283,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000,-0.1667, 0.0000, 0.0000,0,0,1,1.538
1149,1,6,439032,0.23415,0.8458,0.09755, 81572,29643,111214,24358,49188,60232, 80257,0.4049,0.1472,0.5521,0.7335,0.7701,0.8204,0.6934,0.6487,0.5808,6,6,6,6,6,0.001283,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000,-0.1667, 0.0000, 0.0000,0,0,1,1.538
1167,1,1,350652,0.14438,0.8375,0.12088, 70855,26821, 97676,25477,45958,67349, 86113,0.3695,0.1399,0.5093,0.7254,0.7355,0.7931,0.6800,0.5919,0.5315,6,6,6,6,6,0.001283,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000,-0.1667, 0.0000, 0.0000,0,0,1,1.324
1167,1,2,408692,0.14438,0.8375,0.04048, 89854,30216,120070,29079,57106,70390, 90408,0.4089,0.1375,0.5464,0.7484,0.7555,0.8051,0.6777,0.6304,0.5705,6,6,6,6,6,0.001283,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000,-0.1667, 0.0000, 0.0000,0,0,1,1.324
1167,1,3,428201,0.14438,0.8375,0.13131, 73389,27821,101209,22477,45065,54883, 73767,0.3983,0.1510,0.5494,0.7251,0.7656,0.8183,0.6919,0.6484,0.5784,6,6,6,6,6,0.001283,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000,-0.1667, 0.0000, 0.0000,0,0,1,1.324
1167,1,4,323331,0.14438,0.8375,0.14275, 48521,14721, 63242,16906,35551,43234, 56606,0.3837,0.1164,0.5001,0.7672,0.7416,0.7891,0.6401,0.5940,0.5277,6,6,6,6,6,0.001283,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000,-0.1667, 0.0000, 0.0000,0,0,1,1.324
1167,1,5,396520,0.14438,0.8375,0.10280, 69053,28313, 97366,26563,54671,64993, 86545,0.3568,0.1463,0.5031,0.7092,0.7222,0.7857,0.6404,0.5997,0.5294,6,6,6,6,6,0.001283,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000,-0.1667, 0.0000, 0.0000,0,0,1,1.324
1167,1,6,337669,0.14438,0.8375,0.04498, 71855,26038, 97892,20205,38832,48258, 63938,0.4233,0.1534,0.5766,0.7340,0.7805,0.8289,0.7160,0.6698,0.6049,6,6,6,6,6,0.001283,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000,-0.1667, 0.0000, 0.0000,0,0,1,1.324
1180,1,1,443204,0.24747,0.8625,0.13275, 83242,33703,116944,30081,61870,73801, 98335,0.3680,0.1490,0.5170,0.7118,0.7346,0.7954,0.6540,0.6131,0.5432,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000,0,1,1,1.624
1180,1,2,371825,0.24747,0.8625,0.12427, 66109,24847, 90956,20066,40096,48848, 65551,0.4011,0.1508,0.5519,0.7268,0.7672,0.8193,0.6941,0.6506,0.5812,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000,0,1,1,1.624
1180,1,3,312500,0.24747,0.8625,0.18050, 40337,12900, 53237,15025,31428,37886, 50117,0.3692,0.1181,0.4873,0.7577,0.7286,0.7799,0.6288,0.5842,0.5151,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000,0,1,1,1.624
1180,1,4,281579,0.24747,0.8625,0.08518, 74164,27385,101549,24541,43943,62593, 79449,0.3942,0.1455,0.5397,0.7304,0.7514,0.8054,0.6980,0.6187,0.5611,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000,0,1,1,1.624
1180,1,5,378679,0.24747,0.8625,0.04982, 79897,27914,107812,22763,44097,55078, 72389,0.4225,0.1476,0.5701,0.7411,0.7783,0.8257,0.7097,0.6619,0.5983,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000,0,1,1,1.624
1180,1,6,457278,0.24747,0.8625,0.07936, 79777,27181,106959,28232,55748,70903, 91535,0.3835,0.1307,0.5142,0.7459,0.7386,0.7912,0.6574,0.6014,0.5389,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000,0,1,1,1.624
1188,1,1,452149,0.20838,0.8667,0.15225, 63920,22096, 86016,24730,51027,61586, 80977,0.3626,0.1253,0.4879,0.7431,0.7210,0.7767,0.6277,0.5828,0.5151,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840, 0.1667, 0.1667, 0.0000, 0.1667, 0.1667,0,1,1,1.421
1188,1,2,396855,0.20838,0.8667,0.11424, 71325,28327, 99652,24899,51085,60597, 82098,0.3734,0.1483,0.5217,0.7158,0.7413,0.8001,0.6611,0.6219,0.5483,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840, 0.1667, 0.1667, 0.0000, 0.1667, 0.1667,0,1,1,1.421
1188,1,3,318218,0.20838,0.8667,0.10074, 62176,23553, 85729,17679,36071,44413, 58621,0.4096,0.1552,0.5648,0.7253,0.7787,0.8291,0.7039,0.6587,0.5939,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840, 0.1667, 0.1667, 0.0000, 0.1667, 0.1667,0,1,1,1.421
1188,1,4,318499,0.20838,0.8667,0.05432, 65397,22917, 88314,18843,35936,44772, 59161,0.4223,0.1480,0.5703,0.7405,0.7763,0.8242,0.7108,0.6636,0.5988,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840, 0.1667, 0.1667, 0.0000, 0.1667, 0.1667,0,1,1,1.421
1188,1,5,345234,0.20838,0.8667,0.08062, 63938,22130, 86068,22357,44704,54787, 70116,0.3911,0.1354,0.5265,0.7429,0.7409,0.7938,0.6582,0.6110,0.5511,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840, 0.1667, 0.1667, 0.0000, 0.1667, 0.1667,0,1,1,1.421
1188,1,6,414110,0.20838,0.8667,0.08422, 96771,34907,131678,32199,58360,82952,106404,0.3901,0.1407,0.5308,0.7349,0.7504,0.8035,0.6929,0.6135,0.5531,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840, 0.1667, 0.1667, 0.0000, 0.1667, 0.1667,0,1,1,1.421
1195,1,1,307542,0.22710,0.8583,0.09223, 46459,14495, 60954,15920,33074,40114, 52725,0.3877,0.1210,0.5087,0.7622,0.7448,0.7929,0.6483,0.6031,0.5362,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840, 0.1667, 0.1667, 0.0000, 0.1667, 0.1667,0,1,1,1.493
1195,1,2,404892,0.22710,0.8583,0.10068, 93606,33369,126976,31271,56598,80768,103620,0.3895,0.1389,0.5284,0.7372,0.7496,0.8024,0.6917,0.6112,0.5506,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840, 0.1667, 0.1667, 0.0000, 0.1667, 0.1667,0,1,1,1.493
1195,1,3,312301,0.22710,0.8583,0.10969, 55558,19625, 75182,20262,40635,49712, 63323,0.3830,0.1353,0.5183,0.7390,0.7328,0.7877,0.6492,0.6020,0.5428,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840, 0.1667, 0.1667, 0.0000, 0.1667, 0.1667,0,1,1,1.493
1195,1,4,331898,0.22710,0.8583,0.16338, 64247,24501, 88747,18641,37894,46487, 61419,0.4068,0.1551,0.5619,0.7239,0.7751,0.8264,0.7008,0.6563,0.5910,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840, 0.1667, 0.1667, 0.0000, 0.1667, 0.1667,0,1,1,1.493
1195,1,5,429278,0.22710,0.8583,0.20443, 74502,29298,103801,27578,56687,67170, 90978,0.3638,0.1431,0.5068,0.7178,0.7299,0.7901,0.6468,0.6071,0.5329,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840, 0.1667, 0.1667, 0.0000, 0.1667, 0.1667,0,1,1,1.493
1195,1,6,459154,0.22710,0.8583,0.04949, 89154,32642,121796,27035,52294,64857, 85311,0.4098,0.1500,0.5598,0.7320,0.7673,0.8184,0.6996,0.6525,0.5881,6,6,6,6,6,0.001285,0.1082,-0.1486,-0.2535,-0.3840, 0.1667, 0.1667, 0.0000, 0.1667, 0.1667,0,1,1,1.493
